plate001.bin 1200 127 1000 2 2 Not implemented yet 
plate001.bin 1200 127 1000 1.5 3 Not implemented yet 
plate001.bin 1200 127 1000 1 4 Not implemented yet 
plate001.bin 1200 127 1000 0.1 11 Not implemented yet 
plate002.bin 60 0.08 450 0.075 1 Not implemented yet 
